Cardiac Cycle (beat),ECG_P_Peaks,ECG_Q_Peaks,ECG_R_Peaks,ECG_S_Peaks,ECG_T_Peaks,Px,Py,Qx,Qy,Rx,Ry,Sx,Sy,Tx,Ty,OnQRS_x,OffQRS_x,OnQRS_y,OffQRS_y,PPinterval,QQinterval,RRinterval,SSinterval,TTinterval,PP2,QQ2,RR2,SS2,TT2,P-Pamplitude,Q-Qamplitude,R-Ramplitude,S-Samplitude,T-Tamplitude,R-R2amplitude,Q-Q2amplitude,R-R2amplitude,S-S2amplitude,T-T2amplitude,P->R interval,Q->S interval,Q->T interval,T->Q interval,P->R segment,S->T segment,PQ_y_diff,QR_y_diff,RS_y_diff,ST_y_diff,HRV-RRinterval,HRV-PreRRinterval,HRV-PosRRinterval,HPF X4,HPF X5
1924,343851,343870,343875,343883,343938,0,0.0241699,19,-0.369141,24,0.696533,32,-0.114258,87,0.0153809,9.5,59.5,-0.32959,-0.026367200000000004,0,0,0,0,-3,344070,344070,344070,344070,344067,0.008789099999999994,-0.004394000000000009,-0.030761999999999956,-0.004393999999999995,0.0,-0.030761999999999956,-0.004394000000000009,-0.030761999999999956,-0.004393999999999995,0.0,24,13,68,151,24,55,-0.3933109,1.065674,-0.8107909999999999,0.1296389,215,213,219,2,4
1925,344070,344089,344094,344102,344154,0,0.032958999999999995,19,-0.373535,24,0.665771,32,-0.118652,84,0.0153809,9.5,58.0,-0.32959,-0.039550800000000004,0,-2,-2,-3,1,344292,344290,344290,344289,344293,-0.013183599999999993,0.046142000000000016,0.04833999999999994,-0.02417000000000001,0.0,0.04833999999999994,0.046142000000000016,0.04833999999999994,-0.02417000000000001,0.0,24,13,65,155,24,52,-0.406494,1.039306,-0.784423,0.13403289999999998,219,215,220,4,1
1926,344292,344309,344314,344321,344377,0,0.019775400000000002,17,-0.327393,22,0.7141109999999999,29,-0.142822,85,0.0153809,8.5,57.0,-0.19775399999999999,-0.032958999999999995,0,-5,-5,-3,-29,344377,344372,344372,344374,344348,-0.004394500000000003,0.3076176,-0.6965328999999999,0.1318357,-0.010986369999999999,-0.6965328999999999,0.3076176,-0.6965328999999999,0.1318357,-0.010986369999999999,22,12,68,12,22,56,-0.3471684,1.041504,-0.856933,0.1582029,220,219,80,1,-140
1927,344377,344389,344394,344403,344433,0,0.0153809,12,-0.019775400000000002,17,0.0175781,26,-0.0109863,56,0.00439453,6.0,41.0,-0.0944824,-0.026367200000000004,0,8,8,6,32,344506,344514,344514,344512,344538,0.008789000000000002,-0.2812496,0.7185058999999999,-0.1340337,0.015380870000000001,0.7185058999999999,-0.2812496,0.7185058999999999,-0.1340337,0.015380870000000001,17,14,44,93,17,30,-0.0351563,0.0373535,-0.028564399999999997,0.015380829999999998,80,220,137,-140,57
1928,344506,344526,344531,344538,344594,0,0.0241699,20,-0.301025,25,0.736084,32,-0.14502,88,0.019775400000000002,10.0,60.0,-0.44824200000000003,-0.013183600000000002,0,0,0,0,2,344723,344723,344723,344723,344725,-0.004394499999999999,0.04174800000000001,-0.02636699999999992,0.026368000000000016,0.0,-0.02636699999999992,0.04174800000000001,-0.02636699999999992,0.026368000000000016,0.0,25,12,68,149,25,56,-0.3251949,1.037109,-0.881104,0.1647954,137,80,217,57,80
1929,344723,344743,344748,344755,344813,0,0.019775400000000002,20,-0.259277,25,0.709717,32,-0.118652,90,0.019775400000000002,10.0,61.0,-0.44824200000000003,-0.0153809,0,0,0,1,0,344939,344939,344939,344940,344939,0.006591800000000002,-0.09668000000000004,-0.008789000000000047,0.008788999999999977,-0.004394500000000003,-0.008789000000000047,-0.09668000000000004,-0.008789000000000047,0.008788999999999977,-0.004394500000000003,25,12,70,146,25,58,-0.2790524,0.968994,-0.828369,0.1384274,217,137,216,80,-1
1930,344939,344959,344964,344972,345029,0,0.026367200000000004,20,-0.355957,25,0.700928,33,-0.10986300000000002,90,0.0153809,10.0,61.5,-0.44824200000000003,-0.0153809,0,-1,-1,-2,-1,345157,345156,345156,345155,345156,-0.008789100000000005,-0.013183999999999974,-0.02197300000000002,-0.017577999999999983,0.0021972,-0.02197300000000002,-0.013183999999999974,-0.02197300000000002,-0.017577999999999983,0.0021972,25,13,70,147,25,57,-0.3823242,1.056885,-0.810791,0.12524390000000002,216,217,217,-1,1
1931,345157,345176,345181,345188,345246,0,0.0175781,19,-0.369141,24,0.678955,31,-0.127441,89,0.0175781,9.5,60.0,-0.32959,-0.013183600000000002,0,0,0,1,-1,345375,345375,345375,345376,345374,0.008789100000000005,-0.017577999999999983,0.013184000000000085,0.013183,-0.0065918,0.013184000000000085,-0.017577999999999983,0.013184000000000085,0.013183,-0.0065918,24,12,70,148,24,58,-0.3867191,1.048096,-0.806396,0.1450191,217,216,218,1,1
1932,345375,345394,345399,345407,345463,0,0.026367200000000004,19,-0.386719,24,0.6921390000000001,32,-0.114258,88,0.0109863,9.5,60.0,-0.32959,-0.013183600000000002,0,0,1,-1,1,345591,345591,345592,345590,345592,-0.013183600000000002,0.035155999999999965,0.013182999999999945,-0.017577999999999983,0.013183600000000002,0.013182999999999945,0.035155999999999965,0.013182999999999945,-0.017577999999999983,0.013183600000000002,24,13,69,147,24,56,-0.41308619999999996,1.078858,-0.806397,0.1252443,218,217,217,1,-1
1933,345591,345610,345616,345622,345680,0,0.013183600000000002,19,-0.351563,25,0.705322,31,-0.13183599999999998,89,0.0241699,9.5,60.0,-0.32959,-0.013183600000000002,0,0,0,1,-3,345804,345804,345804,345805,345801,0.0087891,0.006591999999999987,0.008788999999999936,0.0,-0.006591800000000002,0.008788999999999936,0.006591999999999987,0.008788999999999936,0.0,-0.006591800000000002,25,12,70,143,25,58,-0.36474660000000003,1.056885,-0.837158,0.15600589999999998,217,218,213,-1,-4
1934,345804,345823,345829,345836,345890,0,0.0219727,19,-0.344971,25,0.7141109999999999,32,-0.13183599999999998,86,0.0175781,9.5,59.0,-0.32959,-0.026367200000000004,0,1,0,1,3,346018,346019,346018,346019,346021,0.0,0.02197300000000002,-0.015380999999999867,0.019774999999999987,0.0021973000000000027,-0.015380999999999867,0.02197300000000002,-0.015380999999999867,0.019774999999999987,0.0021973000000000027,25,13,67,148,25,54,-0.36694370000000004,1.059082,-0.8459469999999999,0.1494141,213,217,214,-4,1
1935,346018,346038,346043,346051,346107,0,0.0219727,20,-0.322998,25,0.6987300000000001,33,-0.112061,89,0.019775400000000002,10.0,61.0,-0.44824200000000003,-0.0153809,0,0,0,-2,0,346234,346234,346234,346232,346234,0.006591799999999998,0.039551,0.008789999999999853,-0.006591,-0.0021973000000000027,0.008789999999999853,0.039551,0.008789999999999853,-0.006591,-0.0021973000000000027,25,13,69,147,25,56,-0.3449707,1.021728,-0.810791,0.1318364,214,213,216,1,2
1936,346234,346254,346259,346265,346323,0,0.0285645,20,-0.283447,25,0.7075199999999999,31,-0.118652,89,0.0175781,10.0,60.0,-0.44824200000000003,-0.013183600000000002,0,-11,-11,-5,-33,346323,346312,346312,346318,346290,-0.0109864,0.26806610000000003,-0.6899418999999999,0.10986293999999999,-0.013183569999999999,-0.6899418999999999,0.26806610000000003,-0.6899418999999999,0.10986293999999999,-0.013183569999999999,25,11,69,9,25,58,-0.3120115,0.9909669999999999,-0.8261719999999999,0.1362301,216,214,78,2,-138
1937,346323,346332,346337,346349,346379,0,0.0175781,9,-0.0153809,14,0.0175781,26,-0.00878906,56,0.00439453,4.5,41.0,-0.037353500000000005,-0.026367200000000004,0,11,11,6,32,346450,346461,346461,346456,346482,0.006591800000000002,-0.2856441,0.7141109,-0.11425794,0.010986369999999999,0.7141109,-0.2856441,0.7141109,-0.11425794,0.010986369999999999,14,17,47,91,14,30,-0.032959,0.032959,-0.02636716,0.013183589999999999,78,216,138,-138,60
1938,346450,346470,346475,346482,346538,0,0.0241699,20,-0.301025,25,0.731689,32,-0.123047,88,0.0153809,10.0,60.0,-0.44824200000000003,-0.013183600000000002,0,-9,-9,-11,-9,346538,346529,346529,346527,346529,-0.008789000000000002,0.2900387,-0.7097163000000001,0.13183606,-0.008789099999999998,-0.7097163000000001,0.2900387,-0.7097163000000001,0.13183606,-0.008789099999999998,25,12,68,11,25,56,-0.3251949,1.032714,-0.854736,0.1384279,138,78,79,60,-59
1939,346538,346549,346554,346559,346617,0,0.0153809,11,-0.0109863,16,0.0219727,21,0.00878906,79,0.006591800000000001,5.5,50.0,-0.057128899999999996,-0.0219727,0,9,9,12,9,346665,346674,346674,346677,346674,0.0021972,-0.2812497,0.6987303,-0.14501905999999998,0.004394499999999998,0.6987303,-0.2812497,0.6987303,-0.14501905999999998,0.004394499999999998,16,10,68,68,16,58,-0.0263672,0.032959,-0.013183640000000002,-0.0021972599999999986,79,138,136,-59,57
1940,346665,346685,346690,346698,346753,0,0.0175781,20,-0.292236,25,0.720703,33,-0.13623,88,0.0109863,10.0,60.5,-0.44824200000000003,-0.013183600000000002,0,5,8,6,-4,346772,346777,346780,346778,346768,0.004394600000000002,0.28784147,-0.481201,0.13403273,-0.0109863,-0.481201,0.28784147,-0.481201,0.13403273,-0.0109863,25,13,68,44,25,55,-0.3098141,1.012939,-0.856933,0.1472163,136,79,115,57,-21
1941,346772,346797,346805,346811,346856,0,0.0219727,25,-0.00439453,33,0.239502,39,-0.00219727,84,0.0,12.5,61.5,-0.283447,-0.0153809,0,-6,-9,-8,5,346880,346874,346871,346872,346885,-0.0087891,-0.33178747000000003,0.481201,-0.14062473,0.0219727,0.481201,-0.33178747000000003,0.481201,-0.14062473,0.0219727,33,14,59,43,33,45,-0.026367230000000002,0.24389653,-0.24169927,0.00219727,115,136,99,-21,-16
1942,346880,346899,346904,346911,346969,0,0.013183600000000002,19,-0.33618200000000004,24,0.720703,31,-0.142822,89,0.0219727,9.5,60.0,-0.32959,-0.013183600000000002,0,1,2,2,2,347095,347096,347097,347097,347097,0.015380899999999998,-0.02856399999999998,0.0,0.019775,-0.0021972999999999993,0.0,-0.02856399999999998,0.0,0.019775,-0.0021972999999999993,24,12,70,146,24,58,-0.34936560000000005,1.056885,-0.863525,0.16479470000000002,99,115,217,-16,118
1943,347095,347115,347121,347128,347186,0,0.0285645,20,-0.364746,26,0.720703,33,-0.123047,91,0.019775400000000002,10.0,62.0,-0.44824200000000003,-0.0153809,0,0,-1,-2,-1,347312,347312,347311,347310,347311,-0.0043945999999999985,0.057128999999999985,-0.015380999999999978,-0.0021969999999999906,-0.0021973000000000027,-0.015380999999999978,0.057128999999999985,-0.015380999999999978,-0.0021969999999999906,-0.0021973000000000027,26,13,71,146,26,58,-0.3933105,1.085449,-0.84375,0.14282240000000002,217,99,216,118,-1
1944,347312,347332,347337,347343,347402,0,0.0241699,20,-0.30761700000000003,25,0.705322,31,-0.125244,90,0.0175781,10.0,60.5,-0.44824200000000003,-0.013183600000000002,0,0,0,1,-34,347528,347528,347528,347529,347494,0.008789099999999994,0.017578000000000038,0.019775999999999905,-0.00439500000000001,-0.01977537,0.019775999999999905,0.017578000000000038,0.019775999999999905,-0.00439500000000001,-0.01977537,25,11,70,146,25,59,-0.33178690000000005,1.012939,-0.830566,0.1428221,216,217,216,-1,0
1945,347528,347548,347553,347560,347584,0,0.032958999999999995,20,-0.290039,25,0.7250979999999999,32,-0.129639,56,-0.00219727,10.0,44.0,-0.44824200000000003,-0.0285645,0,-1,-1,-1,32,347742,347741,347741,347741,347774,-0.013183599999999993,0.02636700000000003,0.0593260000000001,-0.010985999999999996,0.032958970000000004,0.0593260000000001,0.02636700000000003,0.0593260000000001,-0.010985999999999996,0.032958970000000004,25,12,36,177,25,24,-0.322998,1.015137,-0.8547369999999999,0.12744173,216,216,213,0,-3
1946,347742,347761,347766,347773,347830,0,0.019775400000000002,19,-0.26367199999999996,24,0.784424,31,-0.140625,88,0.030761700000000003,9.5,59.5,-0.32959,-0.026367200000000004,0,14,12,9,-32,347793,347807,347805,347802,347761,-0.046142600000000006,0.26806652999999997,-0.7448732,0.13623047,-0.008789000000000002,-0.7448732,0.26806652999999997,-0.7448732,0.13623047,-0.008789000000000002,24,12,69,-4,24,57,-0.28344739999999996,1.048096,-0.925049,0.1713867,213,216,63,-3,-150
1947,347793,347826,347829,347833,347849,0,-0.026367200000000004,33,0.00439453,36,0.039550800000000004,40,-0.00439453,56,0.0219727,16.5,48.0,0.6811520000000001,-0.019775400000000002,0,-14,-12,-9,35,347948,347934,347936,347939,347983,0.0549317,-0.27246053,0.7448732,-0.17797847,0.010986299999999994,0.7448732,-0.27246053,0.7448732,-0.17797847,0.010986299999999994,36,7,23,118,36,16,0.030761730000000004,0.03515627,-0.043945330000000005,0.026367230000000002,63,213,143,-150,80
1948,347948,347967,347972,347979,348039,0,0.0285645,19,-0.26806599999999997,24,0.784424,31,-0.182373,91,0.032958999999999995,9.5,61.0,-0.32959,-0.0153809,0,16,16,13,-43,347998,348014,348014,348011,347955,-0.02636723,0.2812496,-0.7448732,0.1604003,-0.0021972999999999923,-0.7448732,0.2812496,-0.7448732,0.1604003,-0.0021972999999999923,24,12,72,-6,24,60,-0.29663049999999996,1.05249,-0.966797,0.215332,143,63,66,80,-77
1949,347998,348033,348038,348042,348046,0,0.00219727,35,0.013183600000000002,40,0.039550800000000004,44,-0.0219727,48,0.030761700000000003,17.5,46.0,0.786621,-0.0175781,0,-15,-15,-12,44,348149,348134,348134,348137,348193,0.01757813,-0.2812496,0.7404782,-0.12963829999999998,-0.008789000000000002,0.7404782,-0.2812496,0.7404782,-0.12963829999999998,-0.008789000000000002,40,9,13,123,40,4,0.010986330000000002,0.0263672,-0.06152350000000001,0.0527344,66,143,136,-77,70
1950,348149,348169,348174,348181,348241,0,0.019775400000000002,20,-0.26806599999999997,25,0.780029,32,-0.151611,92,0.0219727,10.0,62.0,-0.44824200000000003,-0.0153809,0,0,0,-1,-2,348361,348361,348361,348360,348359,-0.0131836,-0.06152400000000002,0.02197300000000002,0.015381000000000006,0.0021972,0.02197300000000002,-0.06152400000000002,0.02197300000000002,0.015381000000000006,0.0021972,25,12,72,140,25,60,-0.28784139999999997,1.048095,-0.93164,0.1735837,136,66,212,70,76
1951,348361,348381,348386,348392,348451,0,0.006591800000000001,20,-0.32959,25,0.802002,31,-0.13623,90,0.0241699,10.0,60.5,-0.44824200000000003,-0.013183600000000002,0,-13,-12,-10,-48,348451,348438,348439,348441,348403,0.0175781,0.32519547,-0.7580567,0.12084909999999999,-0.01977537,-0.7580567,0.32519547,-0.7580567,0.12084909999999999,-0.01977537,25,11,70,7,25,59,-0.3361818,1.131592,-0.938232,0.16039989999999998,212,136,78,76,-134
1952,348451,348458,348464,348472,348493,0,0.0241699,7,-0.00439453,13,0.04394530000000001,21,-0.0153809,42,0.00439453,3.5,31.5,-0.037353500000000005,-0.037353500000000005,0,13,12,10,34,348571,348584,348583,348581,348605,-0.013183600000000002,-0.34497047000000003,0.7185057,-0.1142581,0.006591769999999999,0.7185057,-0.34497047000000003,0.7185057,-0.1142581,0.006591769999999999,13,14,35,98,13,21,-0.028564430000000002,0.04833983000000001,-0.05932620000000001,0.01977543,78,212,132,-134,54
1953,348571,348591,348596,348602,348647,0,0.0109863,20,-0.34936500000000004,25,0.762451,31,-0.129639,76,0.0109863,10.0,53.5,-0.44824200000000003,-0.026367200000000004,0,2,2,4,13,348783,348785,348785,348787,348796,-0.0021972399999999996,0.06811500000000004,-0.0439449999999999,0.0329593,0.021972699999999998,-0.0439449999999999,0.06811500000000004,-0.0439449999999999,0.0329593,0.021972699999999998,25,11,56,158,25,45,-0.36035130000000004,1.1118160000000001,-0.89209,0.1406253,132,78,214,54,82
1954,348783,348805,348810,348818,348872,0,0.00878906,22,-0.28125,27,0.7185060000000001,35,-0.09667970000000001,89,0.032958999999999995,11.0,62.0,-0.439453,-0.0153809,0,-5,-5,-6,-40,349004,348999,348999,348998,348964,0.00659184,-0.04174800000000001,0.06152299999999988,-0.026367299999999996,-0.01977539999999999,0.06152299999999988,-0.04174800000000001,0.06152299999999988,-0.026367299999999996,-0.01977539999999999,27,13,67,149,27,54,-0.29003906,0.9997560000000001,-0.8151857000000001,0.1296387,214,132,216,82,2
1955,349004,349021,349026,349033,349053,0,0.0153809,17,-0.322998,22,0.780029,29,-0.123047,49,0.013183600000000002,8.5,39.0,-0.19775399999999999,-0.0241699,0,3,3,4,38,349220,349223,349223,349224,349258,0.010986300000000004,-0.032959000000000016,-0.03735299999999997,0.019776000000000002,0.0065918,-0.03735299999999997,-0.032959000000000016,-0.03735299999999997,0.019776000000000002,0.0065918,22,12,32,187,22,20,-0.3383789,1.103027,-0.903076,0.1362306,216,214,219,2,3
1956,349220,349240,349245,349253,349307,0,0.026367200000000004,20,-0.355957,25,0.742676,33,-0.103271,87,0.019775400000000002,10.0,60.0,-0.44824200000000003,-0.013183600000000002,0,0,0,-2,2,349440,349440,349440,349438,349442,-0.006591800000000002,0.037353000000000025,0.039551,-0.0065920000000000145,0.010986300000000001,0.039551,0.037353000000000025,0.039551,-0.0065920000000000145,0.010986300000000001,25,13,67,153,25,54,-0.3823242,1.098633,-0.845947,0.1230464,219,216,220,3,1
1957,349440,349460,349465,349471,349529,0,0.019775400000000002,20,-0.318604,25,0.782227,31,-0.10986300000000002,89,0.030761700000000003,10.0,60.0,-0.44824200000000003,-0.013183600000000002,0,-1,-1,0,-44,349654,349653,349653,349654,349610,0.008789099999999998,-0.010985999999999996,-0.01757900000000001,-0.026366999999999974,-0.013183600000000004,-0.01757900000000001,-0.010985999999999996,-0.01757900000000001,-0.026366999999999974,-0.013183600000000004,25,11,69,144,25,58,-0.3383794,1.100831,-0.89209,0.14062470000000002,220,219,213,1,-7
1958,349654,349673,349678,349685,349699,0,0.0285645,19,-0.32959,24,0.764648,31,-0.13623,45,0.0175781,9.5,38.0,-0.32959,-0.0241699,0,1,1,1,41,349869,349870,349870,349870,349910,-0.0043945999999999985,0.050537,0.008789999999999965,0.02197199999999999,0.0,0.008789999999999965,0.050537,0.008789999999999965,0.02197199999999999,0.0,24,12,26,190,24,14,-0.3581545,1.094238,-0.900878,0.1538081,213,220,216,-7,3
1959,349869,349889,349894,349901,349955,0,0.0241699,20,-0.279053,25,0.773438,32,-0.114258,86,0.0175781,10.0,59.0,-0.44824200000000003,-0.026367200000000004,0,1,1,2,3,350085,350086,350086,350087,350088,0.008789099999999994,-0.101074,-0.019776000000000016,0.024170100000000014,0.008789100000000005,-0.019776000000000016,-0.101074,-0.019776000000000016,0.024170100000000014,0.008789100000000005,25,12,66,151,25,54,-0.3032229,1.0524909999999998,-0.8876959999999999,0.1318361,216,213,217,3,1
1960,350085,350106,350111,350119,350174,0,0.032958999999999995,21,-0.380127,26,0.7536619999999999,34,-0.09008789999999998,89,0.026367200000000004,10.5,61.5,-0.44824200000000003,-0.0153809,0,-1,0,-2,1,350302,350301,350302,350300,350303,-0.010986299999999994,-0.017578000000000038,-0.0439449999999999,-0.008789100000000008,-0.008789100000000005,-0.0439449999999999,-0.017578000000000038,-0.0439449999999999,-0.008789100000000008,-0.008789100000000005,26,13,68,148,26,55,-0.413086,1.133789,-0.8437498999999999,0.11645509999999999,217,216,217,1,0
1961,350302,350322,350328,350334,350392,0,0.0219727,20,-0.39770500000000003,26,0.709717,32,-0.09887699999999999,90,0.0175781,10.0,61.0,-0.44824200000000003,-0.0153809,0,0,-1,-1,0,350518,350518,350517,350517,350518,0.0,0.10766600000000004,0.039551,0.008789100000000008,-0.0021972,0.039551,0.10766600000000004,0.039551,0.008789100000000008,-0.0021972,26,12,70,146,26,58,-0.41967770000000004,1.1074220000000001,-0.808594,0.11645509999999999,217,217,215,0,-2
1962,350518,350538,350543,350549,350608,0,0.0219727,20,-0.290039,25,0.749268,31,-0.09008789999999998,90,0.0153809,10.0,60.5,-0.44824200000000003,-0.013183600000000002,0,1,1,1,-36,350729,350730,350730,350730,350693,-0.0219727,0.004394000000000009,-0.010986999999999969,-0.05712910000000003,0.03735350000000001,-0.010986999999999969,0.004394000000000009,-0.010986999999999969,-0.05712910000000003,0.03735350000000001,25,11,70,142,25,59,-0.3120117,1.039307,-0.8393559,0.10546879999999999,215,217,212,-2,-3
1963,350729,350750,350755,350761,350783,0,0.0,21,-0.285645,26,0.7382810000000001,32,-0.14721700000000001,54,0.05273440000000001,10.5,43.0,-0.44824200000000003,-0.026367200000000004,0,-5,1,0,25,350859,350854,350860,350859,350884,-0.0109863,0.27246139999999996,-0.7009275,0.13842794000000003,-0.026367200000000004,-0.7009275,0.27246139999999996,-0.7009275,0.13842794000000003,-0.026367200000000004,26,11,33,92,26,22,-0.285645,1.0239260000000001,-0.8854980000000001,0.19995140000000003,212,215,131,-3,-81
1964,350859,350875,350886,350891,350938,0,-0.0109863,16,-0.013183600000000002,27,0.037353500000000005,32,-0.00878906,79,0.026367200000000004,8.0,55.5,-0.19775399999999999,-0.0241699,0,5,-1,0,10,350938,350943,350937,350938,350948,0.037353500000000005,-0.2351074,0.7207034999999999,-0.14501994,0.006591799999999991,0.7207034999999999,-0.2351074,0.7207034999999999,-0.14501994,0.006591799999999991,27,16,63,21,27,47,-0.0021973000000000027,0.05053710000000001,-0.046142560000000006,0.03515626,131,212,78,-81,-53
1965,350938,350959,350964,350970,351027,0,0.026367200000000004,21,-0.24829099999999998,26,0.758057,32,-0.153809,89,0.032958999999999995,10.5,60.5,-0.44824200000000003,-0.013183600000000002,0,-5,-5,-3,-4,351153,351148,351148,351150,351149,-0.006591800000000002,-0.12085000000000001,0.02197199999999999,0.0681156,0.0,0.02197199999999999,-0.12085000000000001,0.02197199999999999,0.0681156,0.0,26,11,68,142,26,57,-0.27465819999999996,1.006348,-0.911866,0.186768,78,131,210,-53,132
